,Blank,Blank1,Ground,Inns,Opposition,Overs,RPO,Result,Score,Start Date,Team
301,,v Sri Lanka,7 Aug 2009,1,Colombo (RPS),50.0,6.42,won,321/5,,Pakistan
302,,v New Zealand,7 Dec 2010,2,Bengaluru,48.5,6.57,won,321/5,,India
303,,v Sri Lanka,28 Feb 2012,2,Hobart,36.4,8.75,won,321/3,,India
304,,v Sri Lanka,4 Mar 2012,1,Brisbane,50.0,6.42,won,321/6,,Australia
305,,v India,8 Oct 2014,1,Kochi,50.0,6.42,won,321/6,,West Indies
306,,,,,,,,,,,
307,,v India,22 Jan 2017,1,Kolkata,50.0,6.42,won,321/8,,England
308,,v Sri Lanka,8 Jun 2017,1,The Oval,50.0,6.42,lost,321/6,,India
309,,v Australia,22 Aug 1980,1,Birmingham,55.0,5.81,won,320/8,,England
310,,v India,13 Jun 1983,1,Nottingham,60.0,5.33,won,320/9,,Australia
311,,v India,19 Mar 2000,1,Nagpur,50.0,6.40,won,320/7,,South Africa
312,,v Bangladesh,2 Jun 2000,1,Dhaka,50.0,6.40,won,320/3,,Pakistan
313,,v Australia,7 Dec 2005,2,Wellington,49.5,6.42,lost,320,,New Zealand
314,,v India,24 Aug 2007,2,Bristol,50.0,6.40,lost,320/8,,England
315,,v India,8 Feb 2009,1,Colombo (RPS),50.0,6.40,won,320/8,,Sri Lanka
316,,v Zimbabwe,11 Aug 2009,1,Bulawayo,50.0,6.40,won,320/8,,Bangladesh
317,,v Scotland,12 Jul 2011,1,Edinburgh,50.0,6.40,lost,320/8,,Ireland
318,,v India,28 Feb 2012,1,Hobart,50.0,6.40,lost,320/4,,Sri Lanka
319,,v South Africa,20 Jul 2013,1,Colombo (RPS),50.0,6.40,won,320/5,,Sri Lanka
320,,v Bangladesh,16 Jul 1997,1,Colombo (RPS),50.0,6.38,won,319/5,,Pakistan
321,,v Zimbabwe,10 Mar 2002,1,Mohali,50.0,6.38,won,319/6,,India
322,,v Sri Lanka,7 Mar 2003,1,Centurion,50.0,6.38,won,319/5,,Australia
323,,v India,9 Apr 2005,1,Jamshedpur,50.0,6.38,won,319/9,,Pakistan
324,,v India,12 Apr 2005,2,Ahmedabad,48.0,6.64,won,319/7,,Pakistan
325,,v England,20 Jun 2006,1,The Oval,50.0,6.38,won,319/8,,Sri Lanka
326,,v India,26 Jun 2009,2,Kingston,48.1,6.62,lost,319,,West Indies
327,,v Sri Lanka,14 Sep 2009,1,Colombo (RPS),50.0,6.38,won,319/5,,India
328,,v South Africa,22 Sep 2009,1,Centurion,50.0,6.38,won,319/8,,Sri Lanka
329,,v England,9 Feb 2016,2,Centurion,46.2,6.88,won,319/3,,South Africa
330,,v Pakistan,4 Jun 2017,1,Birmingham,48.0,6.64,won,319/3,,India
331,,v England,15 Dec 2002,1,Melbourne,50.0,6.36,won,318/6,,Australia
332,,v Sri Lanka,13 Jan 2006,1,Melbourne (Docklands),50.0,6.36,won,318/5,,Australia
333,,v England,28 Jun 2006,1,Manchester,50.0,6.36,won,318/7,,Sri Lanka
334,,v England,30 Jan 2007,1,Perth,50.0,6.36,won,318/7,,New Zealand
335,,v Bangladesh,21 Mar 2007,1,Port of Spain,50.0,6.36,won,318/4,,Sri Lanka
336,,v Asia XI,10 Jun 2007,2,Chennai,50.0,6.36,lost,318/7,,Africa XI
337,,v Bangladesh,5 Mar 2015,1,Nelson,50.0,6.36,lost,318/8,,Scotland
338,,v South Africa,9 Feb 2016,1,Centurion,50.0,6.36,lost,318/8,,England
339,,v Sri Lanka,29 Nov 2002,1,Centurion,50.0,6.34,won,317/6,,South Africa
340,,v Pakistan,16 Mar 2004,2,Rawalpindi,48.4,6.51,lost,317,,India
341,,v Africa XI,6 Jun 2007,1,Bengaluru,50.0,6.34,won,317/9,,Asia XI
342,,v England,5 Sep 2007,2,The Oval,49.4,6.38,won,317/8,,India
343,,v India,14 Oct 2007,1,Nagpur,50.0,6.34,won,317/8,,Australia
344,,v India,24 Feb 2008,1,Sydney,50.0,6.34,won,317/7,,Australia
345,,v Australia,13 Apr 2009,1,Port Elizabeth,50.0,6.34,won,317/6,,South Africa
346,,v Sri Lanka,24 Dec 2009,2,Kolkata,48.1,6.58,won,317/3,,India
347,,v Pakistan,8 Nov 2010,1,Dubai (DSC),50.0,6.34,won,317/5,,South Africa
348,,v Kenya,23 Feb 2011,1,Hambantota,50.0,6.34,won,317/7,,Pakistan
349,,v England,26 Nov 2014,1,Colombo (RPS),50.0,6.34,won,317/6,,Sri Lanka
350,,v Bangladesh,24 Jun 2015,1,Dhaka,50.0,6.34,won,317/6,,India
351,,v Pakistan,18 Jan 1998,2,Dhaka,47.5,6.60,won,316/7,,India
352,,v India,19 Sep 1998,1,Toronto,50.0,6.32,won,316/6,,Pakistan
353,,v Pakistan,10 Nov 1998,2,Lahore,48.5,6.47,won,316/4,,Australia
354,,v Kenya,20 Sep 2002,1,Colombo (RPS),50.0,6.32,won,316/5,,South Africa
355,,v India,5 Sep 2007,1,The Oval,50.0,6.32,lost,316/6,,England
356,,v Canada,13 Apr 2010,1,Kingston,50.0,6.32,won,316/4,,West Indies
357,,,,,,,,,,,
358,,v England,11 Jan 2013,2,Rajkot,50.0,6.32,lost,316/9,,India
359,,v Australia,24 Jan 2014,1,Perth,50.0,6.32,won,316/8,,England
360,,v Sri Lanka,19 Jul 2015,1,Colombo (RPS),50.0,6.32,won,316/4,,Pakistan
361,,v England,22 Jan 2017,2,Kolkata,50.0,6.32,lost,316/9,,India
362,,v Pakistan,18 Mar 1988,1,Port of Spain,47.0,6.70,won,315/4,,West Indies
363,,v Sri Lanka,17 Feb 1990,1,Adelaide,50.0,6.30,won,315/3,,Pakistan
364,,v Sri Lanka,2 Apr 1996,2,Singapore,49.4,6.34,lost,315,,Pakistan
365,,v Australia,10 Nov 1998,1,Lahore,50.0,6.30,lost,315/8,,Pakistan
366,,v Australia,25 Mar 2001,1,Bengaluru,49.5,6.32,won,315,,India
367,,v India,24 Nov 2002,1,Vijayawada,50.0,6.30,won,315/6,,West Indies
368,,v Pakistan,12 Apr 2005,1,Ahmedabad,48.0,6.56,lost,315/6,,India
369,,v Bermuda,18 Aug 2007,1,Rotterdam,50.0,6.30,won,315/8,,Netherlands
370,,v India,14 Jun 2008,1,Dhaka,50.0,6.30,won,315/3,,Pakistan
371,,v Sri Lanka,27 Sep 2009,1,Johannesburg,50.0,6.30,won,315/7,,New Zealand
372,,v India,24 Dec 2009,1,Kolkata,50.0,6.30,lost,315/6,,Sri Lanka
373,,v India,7 Dec 2010,1,Bengaluru,50.0,6.30,lost,315/7,,New Zealand
374,,v New Zealand,7 Jul 2012,1,Kingston,50.0,6.30,won,315/5,,West Indies
375,,v Pakistan,10 Mar 2013,1,Bloemfontein,50.0,6.30,won,315/4,,South Africa
376,,v England,8 Sep 2013,1,Manchester,50.0,6.30,won,315/7,,Australia
377,,v Sri Lanka,25 Jan 2015,1,Dunedin,50.0,6.30,won,315/8,,New Zealand
378,,v New Zealand,11 Dec 1994,1,Centurion,50.0,6.28,won,314/7,,South Africa
379,,v Pakistan,13 Apr 1996,1,Sharjah,50.0,6.28,won,314/3,,South Africa
380,,v India,18 Jan 1998,1,Dhaka,48.0,6.54,lost,314/5,,Pakistan
381,,v Bangladesh,9 Oct 1999,1,Dhaka,50.0,6.28,won,314/6,,West Indies
382,,v Namibia,3 Mar 2003,1,Bloemfontein,50.0,6.28,won,314/4,,Netherlands
383,,v New Zealand,3 Dec 2003,1,Faisalabad,50.0,6.28,won,314/7,,Pakistan
384,,v New Zealand,22 Feb 2005,1,Christchurch,50.0,6.28,won,314/6,,Australia
385,,v South Africa,22 Jan 2012,2,Johannesburg,49.5,6.30,won,314/8,,Sri Lanka
386,,v Sri Lanka,21 Jul 2012,1,Hambantota,50.0,6.28,won,314/6,,India
387,,v India,25 Jan 2014,1,Auckland,50.0,6.28,tied,314,,New Zealand
388,,v New Zealand,25 Jan 2014,2,Auckland,50.0,6.28,tied,314/9,,India
389,,v Australia,22 Feb 1978,1,St John's,50.0,6.26,won,313/9,,West Indies
390,,v Zimbabwe,23 Feb 1992,2,New Plymouth,49.2,6.34,won,313/7,,Sri Lanka
391,,v Sri Lanka,30 Oct 1993,1,Sharjah,50.0,6.26,won,313/3,,Pakistan
392,,v England,2 Mar 1994,1,Kingstown,50.0,6.26,won,313/6,,West Indies
393,,v West Indies,8 Jun 2003,2,Bridgetown,49.3,6.32,won,313/6,,Sri Lanka
394,,v Netherlands,6 Jul 2006,1,Amstelveen,50.0,6.26,won,313/8,,Sri Lanka
395,,v Sri Lanka,20 May 2007,1,Abu Dhabi,50.0,6.26,won,313/9,,Pakistan
396,,v Zimbabwe,16 Aug 2009,2,Bulawayo,47.5,6.54,won,313/6,,Bangladesh
397,,v Kenya,12 Oct 2009,1,Harare,50.0,6.26,won,313/4,,Zimbabwe
398,,v Sri Lanka,23 Feb 1992,1,New Plymouth,50.0,6.24,lost,312/4,,Zimbabwe
399,,v Sri Lanka,8 Jun 2003,1,Bridgetown,50.0,6.24,lost,312/4,,West Indies
400,,v Ireland,4 Feb 2007,2,Nairobi (Jaff),49.4,6.28,won,312/4,,Canada
401,,v Bangladesh,16 Aug 2009,1,Bulawayo,50.0,6.24,lost,312/8,,Zimbabwe
402,,v Bangladesh,18 Jun 2010,1,Dambulla,50.0,6.24,won,312/4,,Sri Lanka
403,,v Sri Lanka,22 Jan 2012,1,Johannesburg,50.0,6.24,lost,312/4,,South Africa
404,,v England,1 Mar 2015,2,Wellington,47.2,6.59,won,312/1,,Sri Lanka
405,,v Australia,8 Mar 2015,2,Sydney,46.2,6.73,lost,312,,Sri Lanka
406,,v Australia,26 Jan 2017,2,Adelaide,49.1,6.34,lost,312,,Pakistan
407,,v Sri Lanka,29 Apr 1990,1,Sharjah,50.0,6.22,won,311/8,,Pakistan
408,,,,,,,,,,,
409,,v Sri Lanka,6 Nov 1997,1,Lahore,50.0,6.22,won,311/9,,South Africa
410,,v Kenya,15 Aug 2001,1,Nairobi,50.0,6.22,won,311/4,,West Indies
411,,v Namibia,23 Feb 2003,1,Pietermaritzburg,50.0,6.22,won,311/2,,India
412,,v England,9 Feb 2005,1,East London,50.0,6.22,won,311/7,,South Africa
413,,v India,6 Feb 2006,2,Peshawar,47.0,6.61,won,311/7,,Pakistan
414,,v Pakistan,5 Feb 2011,1,Auckland,50.0,6.22,won,311/7,,New Zealand
415,,v West Indies,5 Jul 2013,1,Port of Spain,50.0,6.22,won,311/7,,India
416,,v Pakistan,18 Dec 2013,2,Sharjah,49.4,6.26,lost,311,,Sri Lanka
417,,v Bangladesh,28 Mar 2017,1,Dambulla,49.5,6.24,n/r,311,,Sri Lanka
418,,v Australia,13 Apr 1997,1,Bloemfontein,50.0,6.20,won,310/6,,South Africa
419,,v Sri Lanka,7 Feb 1999,1,Melbourne,50.0,6.20,won,310/8,,Australia
420,,v Bangladesh,21 Mar 1999,1,Dhaka,50.0,6.20,won,310/6,,Zimbabwe
421,,v New Zealand,23 Feb 2000,1,Dunedin,50.0,6.20,won,310/4,,Australia
422,,v South Africa,19 Mar 2000,2,Nagpur,48.5,6.34,lost,310,,India
423,,v Pakistan,11 Feb 2003,1,Johannesburg,50.0,6.20,won,310/8,,Australia
424,,v West Indies,4 Feb 2004,2,Johannesburg,49.4,6.24,won,310/6,,South Africa
425,,v Sri Lanka,3 Jul 2008,2,Karachi,46.5,6.61,won,310/4,,India
426,,v Pakistan,26 Aug 2014,1,Hambantota,50.0,6.20,won,310/9,,Sri Lanka
427,,v Pakistan,21 Feb 2015,1,Christchurch,50.0,6.20,won,310/6,,West Indies
428,,v India,12 Jan 2016,2,Perth,49.2,6.28,won,310/5,,Australia
429,,v New Zealand,6 Jun 2017,1,Cardiff,49.3,6.26,won,310,,England
430,,v East Africa,7 Jun 1975,1,Birmingham,60.0,5.15,won,309/5,,New Zealand
431,,v Sri Lanka,2 Feb 1985,1,Perth,50.0,6.18,won,309/6,,West Indies
432,,v Pakistan,27 May 1997,1,Kolkata,49.4,6.22,won,309,,Sri Lanka
433,,v Australia,1 Apr 1998,1,Kochi,50.0,6.18,won,309/5,,India
434,,v Bangladesh,25 Nov 2001,1,Dhaka,50.0,6.18,won,309/6,,Zimbabwe
435,,v Australia,22 Jan 2006,1,Sydney,50.0,6.18,won,309/7,,Sri Lanka
436,,v Bangladesh,25 Feb 2006,1,Chittagong,50.0,6.18,won,309/7,,Sri Lanka
437,,v West Indies,14 Sep 2006,1,Kuala Lumpur,50.0,6.18,lost,309/5,,India
438,,v India,2 Jul 2008,2,Karachi,45.3,6.79,won,309/2,,Pakistan
439,,v Pakistan,24 Jan 2009,1,Lahore,50.0,6.18,won,309/5,,Sri Lanka
440,,v England,1 Jul 2011,1,Leeds,50.0,6.18,won,309/5,,Sri Lanka
441,,v South Africa,17 Mar 2013,2,Johannesburg,48.1,6.41,lost,309,,Pakistan
442,,v New Zealand,3 Nov 2013,2,Fatullah,49.2,6.26,won,309/6,,Bangladesh
443,,v Zimbabwe,17 Aug 2014,1,Bulawayo,50.0,6.18,won,309/3,,South Africa
444,,v Sri Lanka,1 Mar 2015,1,Wellington,50.0,6.18,lost,309/6,,England
445,,v England,5 Sep 2015,1,Lord's,49.0,6.30,won,309/7,,Australia
446,,v Australia,12 Jan 2016,1,Perth,50.0,6.18,lost,309/3,,India
447,,v India,15 Jan 2016,2,Brisbane,49.0,6.30,won,309/3,,Australia
448,,v Sri Lanka,29 Jun 2016,2,The Oval,40.1,7.69,won,309/4,,England
449,,v Bangladesh,7 Oct 2016,1,Dhaka,50.0,6.18,won,309/8,,England
450,,v Pakistan,7 Apr 2017,2,Providence,49.0,6.30,won,309/6,,West Indies
451,,v Bangladesh,11 Apr 2001,1,Bulawayo,50.0,6.16,won,308/4,,Zimbabwe
452,,v South Africa,31 Aug 2004,1,Colombo (SSC),50.0,6.16,won,308/8,,Sri Lanka
453,,v Canada,4 Feb 2007,1,Nairobi (Jaff),50.0,6.16,lost,308/7,,Ireland
454,,v Bangladesh,13 Apr 2008,1,Lahore,50.0,6.16,won,308/8,,Pakistan
455,,v Pakistan,2 Jul 2008,1,Karachi,50.0,6.16,lost,308/7,,India
456,,v India,3 Jul 2008,1,Karachi,50.0,6.16,lost,308/8,,Sri Lanka
457,,v Kenya,20 Mar 2011,1,Kolkata,50.0,6.16,won,308/6,,Zimbabwe
458,,v Australia,15 Jan 2016,1,Brisbane,50.0,6.16,lost,308/8,,India
459,,,,,,,,,,,
460,,v West Indies,5 Oct 2016,1,Abu Dhabi,50.0,6.16,won,308/6,,Pakistan
461,,v West Indies,7 Apr 2017,1,Providence,50.0,6.16,lost,308/5,,Pakistan
462,,v Bangladesh,1 Jun 2017,2,The Oval,47.2,6.50,won,308/2,,England
463,,v Netherlands,17 Feb 1996,1,Vadodara,50.0,6.14,won,307/8,,New Zealand
464,,v Sri Lanka,7 Jul 1998,1,Colombo (RPS),50.0,6.14,won,307/6,,India
465,,v Australia,28 Oct 1998,1,Dhaka,50.0,6.14,won,307/8,,India
466,,v South Africa,13 Apr 2003,1,Dhaka,50.0,6.14,won,307/4,,India
467,,v Pakistan,17 Jan 2004,1,Wellington,50.0,6.14,won,307/8,,New Zealand
468,,v India,3 Sep 2004,1,The Oval,50.0,6.14,won,307/5,,England
469,,v West Indies,1 Feb 2005,1,Perth,50.0,6.14,won,307/8,,Pakistan
470,,v India,29 Sep 2007,1,Bengaluru,50.0,6.14,n/r,307/7,,Australia
471,,v New Zealand,15 Jun 2008,1,Chester-le-Street,50.0,6.14,won,307/5,,England
472,,v India,12 Sep 2009,1,Colombo (RPS),50.0,6.14,won,307/6,,Sri Lanka
473,,v Netherlands,18 Mar 2011,2,Kolkata,47.4,6.44,won,307/4,,Ireland
474,,v South Africa,31 Jul 2013,1,Colombo (RPS),50.0,6.14,won,307/4,,Sri Lanka
475,,v Bangladesh,3 Nov 2013,1,Fatullah,50.0,6.14,lost,307/5,,New Zealand
476,,v West Indies,16 Feb 2015,2,Nelson,45.5,6.69,won,307/6,,Ireland
477,,v South Africa,22 Feb 2015,1,Melbourne,50.0,6.14,won,307/7,,India
478,,v India,18 Jun 2015,1,Dhaka,49.4,6.18,won,307,,Bangladesh
479,,v Australia,3 Feb 2016,1,Auckland,50.0,6.14,won,307/8,,New Zealand
480,,v Sri Lanka,1 Feb 2017,1,Durban,50.0,6.14,won,307/6,,South Africa
481,,v New Zealand,1 Nov 1994,1,Guwahati,50.0,6.12,won,306/6,,West Indies
482,,v West Indies,26 May 1995,1,The Oval,55.0,5.56,won,306/5,,England
483,,v New Zealand,5 Nov 1999,2,Rajkot,47.0,6.51,lost,306,,India
484,,v Pakistan,24 Oct 2000,2,Karachi,47.2,6.46,won,306/5,,England
485,,v Zimbabwe,5 Dec 2000,1,Ahmedabad,50.0,6.12,won,306/5,,India
486,,v New Zealand,16 Feb 2003,1,Johannesburg,50.0,6.12,lost,306/6,,South Africa
487,,v Asia XI,9 Jun 2007,2,Chennai,49.5,6.14,lost,306,,Africa XI
488,,v India,2 Oct 2007,1,Kochi,50.0,6.12,won,306/6,,Australia
489,,v India,18 Nov 2007,1,Jaipur,50.0,6.12,won,306/6,,Pakistan
490,,v Kenya,27 Jan 2009,1,Mombasa,50.0,6.12,won,306/7,,Zimbabwe
491,,v Ireland,18 Mar 2011,1,Kolkata,50.0,6.12,lost,306,,Netherlands
492,,v Australia,4 Mar 2012,2,Brisbane,49.2,6.20,lost,306,,Sri Lanka
493,,v England,14 Jun 2015,2,Southampton,49.0,6.24,won,306/7,,New Zealand
494,,v Pakistan,15 Apr 1996,1,Sharjah,50.0,6.10,won,305/5,,India
495,,v Kenya,3 Oct 1996,1,Nairobi (Gym),50.0,6.10,won,305/8,,South Africa
496,,v Bangladesh,11 Oct 1997,1,Nairobi (Gym),50.0,6.10,won,305/4,,Zimbabwe
497,,v Sri Lanka,22 Dec 2002,1,Perth,50.0,6.10,won,305/5,,Australia
498,,v Bermuda,14 Nov 2006,1,Mombasa,50.0,6.10,won,305/8,,Kenya
499,,v Sri Lanka,11 Jan 2013,1,Melbourne,50.0,6.10,won,305/5,,Australia
500,,v India,6 Jun 2013,2,Cardiff,50.0,6.10,lost,305,,South Africa
501,,v England,3 Sep 2015,1,Southampton,50.0,6.10,won,305/6,,Australia
502,,v England,29 Jun 2016,1,The Oval,42.0,7.26,lost,305/5,,Sri Lanka
503,,v England,1 Jun 2017,1,The Oval,50.0,6.10,lost,305/6,,Bangladesh
504,,v Sri Lanka,20 Mar 1983,1,Auckland,50.0,6.08,won,304/5,,New Zealand
505,,v Kenya,23 Feb 1996,1,Visakhapatnam,50.0,6.08,won,304/7,,Australia
506,,v England,24 Oct 2000,1,Karachi,50.0,6.08,lost,304/9,,Pakistan
507,,v Sri Lanka,11 Jul 2002,1,Bristol,50.0,6.08,won,304,,India
508,,v South Africa,4 Feb 2004,1,Johannesburg,50.0,6.08,lost,304/2,,West Indies
509,,v South Africa,9 Feb 2005,2,East London,50.0,6.08,lost,304/8,,England
510,,,,,,,,,,,
511,,v Bermuda,8 Apr 2009,1,Potchefstroom,50.0,6.08,won,304/9,,Netherlands
512,,v West Indies,30 May 2010,2,Roseau,50.0,6.08,won,304/3,,South Africa
513,,v England,16 Sep 2011,1,Cardiff,50.0,6.08,lost,304/6,,India
514,,v South Africa,20 Jan 2012,2,Kimberley,48.4,6.24,won,304/5,,Sri Lanka
515,,v Sri Lanka,13 Mar 2012,1,Dhaka,50.0,6.08,won,304/3,,India
516,,v India,13 Oct 2013,1,Pune,50.0,6.08,won,304/8,,Australia
517,,v India,19 Oct 2013,2,Mohali,49.3,6.14,won,304/6,,Australia
518,,v Sri Lanka,6 Jul 2014,1,Colombo (RPS),50.0,6.08,won,304/5,,South Africa
519,,v England,27 Aug 2014,1,Cardiff,50.0,6.08,won,304/6,,India
520,,v England,23 Jan 2015,2,Hobart,49.5,6.10,won,304/7,,Australia
521,,v Ireland,16 Feb 2015,1,Nelson,50.0,6.08,lost,304/7,,West Indies
522,,v New Zealand,2 Aug 2015,2,Harare,49.0,6.20,won,304/3,,Zimbabwe
523,,v New Zealand,19 Aug 2015,1,Centurion,50.0,6.08,won,304/7,,South Africa
524,,v Australia,11 Sep 2015,2,Leeds,48.2,6.28,won,304/7,,England
525,,v England,4 Sep 2016,2,Cardiff,48.2,6.28,won,304/6,,Pakistan
526,,v Afghanistan,17 Mar 2017,2,Greater Noida,47.3,6.40,lost,304,,Ireland
527,,v Zimbabwe,21 Oct 1995,1,Harare,50.0,6.06,won,303/5,,South Africa
528,,v England,23 Jan 1999,2,Adelaide,49.4,6.10,won,303/9,,Sri Lanka
529,,v Zimbabwe,9 Jun 1999,1,Lord's,50.0,6.06,won,303/4,,Australia
530,,v Zimbabwe,21 Oct 1999,1,Bulawayo,50.0,6.06,won,303/6,,Australia
531,,v New Zealand,17 Jan 2004,2,Wellington,49.3,6.12,lost,303,,Pakistan
532,,v Australia,18 Jan 2004,1,Brisbane,50.0,6.06,won,303/4,,India
533,,v India,17 Apr 2005,1,Delhi,50.0,6.06,won,303/8,,Pakistan
534,,v West Indies,22 May 2005,1,Gros Islet,50.0,6.06,won,303/6,,Pakistan
535,,v Sri Lanka,31 Oct 2005,2,Jaipur,46.1,6.56,won,303/4,,India
536,,v West Indies,1 Apr 2007,1,Providence,50.0,6.06,won,303/5,,Sri Lanka
537,,v Canada,22 Aug 2008,1,King City (NW),50.0,6.06,won,303/4,,West Indies
538,,v Ireland,17 Oct 2008,1,Nairobi (Gym),50.0,6.06,won,303/8,,Zimbabwe
539,,v South Africa,17 Apr 2009,1,Johannesburg,50.0,6.06,won,303/7,,Australia
540,,v Pakistan,6 Nov 2009,1,Abu Dhabi,50.0,6.06,won,303/8,,New Zealand
541,,v South Africa,30 May 2010,1,Roseau,50.0,6.06,lost,303/6,,West Indies
542,,v Australia,23 Oct 2011,1,Port Elizabeth,50.0,6.06,won,303/6,,South Africa
543,,v Australia,19 Oct 2013,1,Mohali,50.0,6.06,lost,303/9,,India
544,,v India,31 Jan 2014,1,Wellington,50.0,6.06,won,303/5,,New Zealand
545,,v West Indies,5 Mar 2014,1,North Sound,50.0,6.06,won,303/6,,England
546,,v Australia,23 Jan 2015,1,Hobart,50.0,6.06,lost,303/8,,England
547,,v Scotland,23 Feb 2015,1,Christchurch,50.0,6.06,won,303/8,,England
548,,v Zimbabwe,2 Aug 2015,1,Harare,50.0,6.06,lost,303/4,,New Zealand
549,,v India,11 Oct 2015,1,Kanpur,50.0,6.06,won,303/5,,South Africa
550,,v Ireland,16 Jun 2016,1,Dublin (Malahide),50.0,6.06,won,303/7,,Sri Lanka
551,,v New Zealand,13 Feb 1983,1,Melbourne,50.0,6.04,won,302/8,,Australia
552,,v Pakistan,22 May 1992,1,The Oval,55.0,5.49,won,302/5,,England
553,,v India,17 Aug 1997,1,Colombo (RPS),50.0,6.04,won,302/4,,Sri Lanka
554,,v England,8 Apr 1998,1,Port of Spain,50.0,6.04,won,302/5,,West Indies
555,,v Zimbabwe,24 Nov 1998,1,Rawalpindi,50.0,6.04,won,302/6,,Pakistan
556,,v Sri Lanka,23 Jan 1999,1,Adelaide,50.0,6.04,lost,302/3,,England
557,,v West Indies,11 Jan 2000,1,Christchurch,50.0,6.04,won,302/6,,New Zealand
558,,v South Africa,9 Mar 2000,2,Kochi,49.4,6.08,won,302/7,,India
559,,v Sri Lanka,17 Dec 2000,1,East London,50.0,6.04,won,302/7,,South Africa
560,,v Zimbabwe,4 Feb 2001,1,Perth,50.0,6.04,won,302/5,,Australia
561,,,,,,,,,,,
562,,v Zimbabwe,23 Nov 2002,1,Bulawayo,50.0,6.04,won,302/4,,Pakistan
563,,v Bangladesh,21 Sep 2003,1,Karachi,50.0,6.04,won,302/5,,Pakistan
564,,v Bangladesh,7 Oct 2006,1,Mohali,50.0,6.04,won,302/8,,Sri Lanka
565,,v Pakistan,29 Jun 2008,1,Karachi,50.0,6.04,won,302/7,,Sri Lanka
566,,v England,15 Sep 2009,2,Nottingham,48.2,6.24,won,302/6,,Australia
567,,v India,26 Sep 2009,1,Centurion,50.0,6.04,won,302/9,,Pakistan
568,,v India,18 Dec 2009,2,Nagpur,49.1,6.14,won,302/7,,Sri Lanka
569,,v Pakistan,8 Mar 2011,1,Pallekele,50.0,6.04,won,302/7,,New Zealand
570,,v Bangladesh,28 Mar 2013,1,Pallekele,50.0,6.04,lost,302/9,,Sri Lanka
571,,v U.A.E.,2 May 2014,1,Kuala Lumpur,50.0,6.04,won,302/5,,Afghanistan
572,,v England,16 Dec 2014,1,Colombo (RPS),50.0,6.04,won,302/6,,Sri Lanka
573,,v Bangladesh,19 Mar 2015,1,Melbourne,50.0,6.04,won,302/6,,India
574,,v New Zealand,14 Jun 2015,1,Southampton,45.2,6.66,lost,302,,England
575,,v Pakistan,4 Sep 2016,1,Cardiff,50.0,6.04,lost,302/9,,England
576,,v Zimbabwe,9 Apr 1998,1,Cuttack,50.0,6.02,won,301/3,,India
577,,v India,7 Jul 1998,2,Colombo (RPS),49.3,6.08,lost,301,,Sri Lanka
578,,v Australia,26 Feb 2000,2,Christchurch,50.0,6.02,lost,301/9,,New Zealand
579,,v India,9 Mar 2000,1,Kochi,50.0,6.02,lost,301/3,,South Africa
580,,v Zimbabwe,14 Dec 2000,1,Rajkot,50.0,6.02,won,301/6,,India
581,,v Australia,4 Feb 2001,2,Perth,50.0,6.02,lost,301/6,,Zimbabwe
582,,v Bangladesh,3 Oct 2002,1,Potchefstroom,50.0,6.02,won,301/8,,South Africa
583,,v Namibia,27 Feb 2003,1,Potchefstroom,50.0,6.02,won,301/6,,Australia
584,,v Netherlands,28 Feb 2003,1,Bulawayo,50.0,6.02,won,301/8,,Zimbabwe
585,,v West Indies,14 Jan 2005,1,Melbourne,50.0,6.02,won,301/4,,Australia
586,,v Zimbabwe,25 Feb 2005,1,Johannesburg,50.0,6.02,won,301/7,,South Africa
587,,v Kenya,17 Mar 2006,1,Bogra,50.0,6.02,won,301/7,,Bangladesh
588,,v Ireland,13 Jun 2006,1,Belfast,50.0,6.02,won,301/7,,England
589,,v West Indies,21 Apr 2007,2,Bridgetown,49.5,6.04,won,301/9,,England
590,,v Pakistan,26 Jun 2008,2,Karachi,42.1,7.13,won,301/4,,India
591,,v New Zealand,8 Feb 2009,1,Sydney,50.0,6.02,won,301/9,,Australia
592,,v England,27 Sep 2009,2,Centurion,50.0,6.02,lost,301/9,,South Africa
593,,v Sri Lanka,18 Dec 2009,1,Nagpur,50.0,6.02,lost,301/7,,India
594,,v Sri Lanka,11 Jan 2012,1,Paarl,50.0,6.02,won,301/8,,South Africa
595,,v India,11 Dec 2013,1,Centurion,50.0,6.02,n/r,301/8,,South Africa
596,,v England,17 Jan 2014,2,Brisbane,49.3,6.08,won,301/9,,Australia
597,,v Pakistan,11 Feb 1990,1,Brisbane,50.0,6.00,won,300/5,,Australia
598,,v Sri Lanka,17 Aug 1997,2,Colombo (RPS),50.0,6.00,lost,300/7,,India
599,,v New Zealand,9 Jan 1998,1,Brisbane,50.0,6.00,won,300/6,,South Africa
600,,v Sri Lanka,7 Apr 1998,2,Kimberley,48.0,6.25,won,300/6,,Pakistan
601,,v India,19 Jan 1999,1,Christchurch,50.0,6.00,won,300/8,,New Zealand
602,,v New Zealand,2 Jan 2001,1,Taupo,50.0,6.00,won,300/7,,Zimbabwe
603,,v India,12 Nov 2002,1,Rajkot,50.0,6.00,lost,300/5,,West Indies
604,,v Zimbabwe,1 Dec 2002,1,Harare,50.0,6.00,won,300/7,,Pakistan
605,,v South Africa,1 Feb 2004,2,Centurion,45.0,6.66,won,300/3,,West Indies
606,,v India,25 Jul 2004,1,Colombo (RPS),50.0,6.00,won,300/9,,Pakistan
